Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Ukraine,UKR,Public sector employment as a share of formal employment,BI.EMP.FRML.PB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,Public sector employment as a share of formal employment,BI.EMP.FRML.PB.ZS,..,..,..,..,..,0.39377099275589,0.383339315652847,0.390862762928009,0.338173091411591,0.34132906794548,0.346138834953308,0.343781262636185,0.328400731086731,0.327499866485596,0.326045453548431,0.322290301322937,0.336437255144119,0.352436274290085,..
United States,USA,Public sector employment as a share of formal employment,BI.EMP.FRML.PB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uruguay,URY,Public sector employment as a share of formal employment,BI.EMP.FRML.PB.ZS,..,..,..,..,..,..,0.281873971223831,0.265270203351974,0.257427781820297,0.244901925325394,0.24013663828373,0.232955321669579,0.230335876345634,..,0.22398729622364,..,..,0.224786773324013,..
Uzbekistan,UZB,Public sector employment as a share of formal employment,BI.EMP.FRML.PB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,Public sector employment as a share of formal employment,BI.EMP.FRML.PB.ZS,0.34718582034111,0.35268035531044,0.367394953966141,0.3840212225914,0.381555736064911,0.385687977075577,0.390102058649063,..,..,..,..,..,..,..,..,..,..,..,..
Vietnam,VNM,Public sector employment as a share of formal employment,BI.EMP.FRML.PB.ZS,..,..,..,..,..,..,..,0.608298659324646,..,0.514351367950439,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,Public sector employment as a share of formal employment,BI.EMP.FRML.PB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,Public sector employment as a share of formal employment,BI.EMP.FRML.PB.ZS,..,..,0.595020234584808,..,0.580436170101166,..,..,..,0.524897634983063,..,..,..,..,..,..,0.636399447917938,..,..,..
Zimbabwe,ZWE,Public sector employment as a share of formal employment,BI.EMP.FRML.PB.ZS,..,0.195426896214485,..,..,..,..,..,0.168825775384903,..,..,..,0.347832202911377,..,..,..,..,..,..,..
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Data from database: Worldwide Bureaucracy Indicators (WWBI),,,,,,,,,,,,,,,,,,,,,,
Last Updated: 08/03/2020,,,,,,,,,,,,,,,,,,,,,,
